League,Player Link,Player,Position,Age,Country,Join,Market Value,Club,Year
Bundesliga,https://www.transfermarkt.co.uk/nils-jonathan-korber/profil/spieler/241974,Nils-Jonathan Korber,Goalkeeper,24.0,Germany,2557.0,0.35,Hertha,2021
Bundesliga,https://www.transfermarkt.co.uk/noel-niemann/profil/spieler/519414,Noel Niemann,Right Winger,21.0,Germany,716.0,0.275,Arminia Bielefeld,2021
Bundesliga,https://www.transfermarkt.co.uk/koen-casteels/profil/spieler/108880,Koen Casteels,Goalkeeper,29.0,Belgium,2718.0,14.0,VfL Wolfsburg,2021
Bundesliga,https://www.transfermarkt.co.uk/sergio-cordova/profil/spieler/377387,Sergio Cordova,Centre-Forward,23.0,Venezuela,683.0,1.2,Arminia Bielefeld,2021
Bundesliga,https://www.transfermarkt.co.uk/momo-cisse/profil/spieler/768384,Momo Cisse,Left Winger,18.0,Guinea,683.0,0.5,VfB Stuttgart,2021
Bundesliga,https://www.transfermarkt.co.uk/benito-raman/profil/spieler/112930,Benito Raman,Centre-Forward,26.0,Belgium,1092.0,3.0, Schalke 04,2021
Bundesliga,https://www.transfermarkt.co.uk/manuel-gulde/profil/spieler/45683,Manuel Gulde,Centre-Back,30.0,Germany,2191.0,2.4,SC Freiburg,2021
Bundesliga,https://www.transfermarkt.co.uk/marco-hoger/profil/spieler/55510,Marco Hoger,Defensive Midfield,31.0,Germany,2191.0,0.6,1. Koln,2021
Bundesliga,https://www.transfermarkt.co.uk/bastian-oczipka/profil/spieler/53437,Bastian Oczipka,Left-Back,32.0,Germany,1812.0,0.6, Schalke 04,2021
Bundesliga,https://www.transfermarkt.co.uk/salih-ozcan/profil/spieler/244940,Salih Ozcan,Defensive Midfield,23.0,Turkey,2191.0,3.5,1. Koln,2021
Bundesliga,https://www.transfermarkt.co.uk/josuha-guilavogui/profil/spieler/93704,Josuha Guilavogui,Defensive Midfield,30.0,France,2191.0,5.0,VfL Wolfsburg,2021
Bundesliga,https://www.transfermarkt.co.uk/dominik-szoboszlai/profil/spieler/451276,Dominik Szoboszlai,Attacking Midfield,20.0,Hungary,546.0,25.0,RB Leipzig,2021
Bundesliga,https://www.transfermarkt.co.uk/tim-siersleben/profil/spieler/337092,Tim Siersleben,Centre-Back,21.0,Germany,546.0,0.25,VfL Wolfsburg,2021
Bundesliga,https://www.transfermarkt.co.uk/julian-baumgartlinger/profil/spieler/34787,Julian Baumgartlinger,Defensive Midfield,33.0,Austria,2191.0,1.5,Bayer 04 Leverkusen,2021
Bundesliga,https://www.transfermarkt.co.uk/konstantinos-mavropanos/profil/spieler/415912,Konstantinos Mavropanos,Centre-Back,23.0,Greece,0.0,6.0,VfB Stuttgart,2021
Bundesliga,https://www.transfermarkt.co.uk/corentin-tolisso/profil/spieler/190393,Corentin Tolisso,Central Midfield,26.0,France,1826.0,20.0,Bayern Munich,2021
Bundesliga,https://www.transfermarkt.co.uk/kevin-mbabu/profil/spieler/183321,Kevin Mbabu,Right-Back,26.0,Switzerland,1096.0,12.0,VfL Wolfsburg,2021
Bundesliga,https://www.transfermarkt.co.uk/kerem-demirbay/profil/spieler/125858,Kerem Demirbay,Central Midfield,27.0,Germany,1096.0,18.0,Bayer 04 Leverkusen,2021
Bundesliga,https://www.transfermarkt.co.uk/xaver-schlager/profil/spieler/223979,Xaver Schlager,Central Midfield,23.0,Austria,1096.0,27.0,VfL Wolfsburg,2021
Bundesliga,https://www.transfermarkt.co.uk/kingsley-coman/profil/spieler/243714,Kingsley Coman,Left Winger,25.0,France,1826.0,65.0,Bayern Munich,2021
Bundesliga,https://www.transfermarkt.co.uk/marvin-friedrich/profil/spieler/196231,Marvin Friedrich,Centre-Back,25.0,Germany,1092.0,10.0,1. Union Berlin,2021
Bundesliga,https://www.transfermarkt.co.uk/paulo-otavio/profil/spieler/221611,Paulo Otavio,Left-Back,26.0,Brazil,1096.0,8.0,VfL Wolfsburg,2021
Bundesliga,https://www.transfermarkt.co.uk/manuel-prietl/profil/spieler/152317,Manuel Prietl,Defensive Midfield,29.0,Austria,2191.0,1.8,Arminia Bielefeld,2021
Bundesliga,https://www.transfermarkt.co.uk/loris-karius/profil/spieler/85864,Loris Karius,Goalkeeper,28.0,Germany,641.0,2.0,1. Union Berlin,2021
Bundesliga,https://www.transfermarkt.co.uk/kasim-adams/profil/spieler/263801,Kasim Adams,Centre-Back,26.0,Ghana,1437.0,1.7,TSG 1899 Hoffenheim,2021
Bundesliga,https://www.transfermarkt.co.uk/josip-brekalo/profil/spieler/293169,Josip Brekalo,Left Winger,23.0,Croatia,2191.0,12.0,VfL Wolfsburg,2021
Bundesliga,https://www.transfermarkt.co.uk/marek-suchy/profil/spieler/34542,Marek Suchy,Centre-Back,33.0,Czech Republic,1089.0,0.5, Augsburg,2021
Bundesliga,https://www.transfermarkt.co.uk/dimitrios-limnios/profil/spieler/324344,Dimitrios Limnios,Right Winger,23.0,Greece,648.0,2.0,1. Koln,2021
Bundesliga,https://www.transfermarkt.co.uk/josip-stanisic/profil/spieler/483046,Josip Stanisic,Right-Back,21.0,Croatia,334.0,0.4,Bayern Munich,2021
Bundesliga,https://www.transfermarkt.co.uk/ozan-kabak/profil/spieler/361260,Ozan Kabak,Centre-Back,21.0,Turkey,1096.0,25.0, Schalke 04,2021
Bundesliga,https://www.transfermarkt.co.uk/joe-scally/profil/spieler/504153,Joe Scally,Right-Back,18.0,United States,546.0,2.0,Borussia Monchengladbach,2021
Bundesliga,https://www.transfermarkt.co.uk/alexander-sorloth/profil/spieler/238407,Alexander Sorloth,Centre-Forward,25.0,Norway,647.0,16.0,RB Leipzig,2021
Bundesliga,https://www.transfermarkt.co.uk/hamadi-al-ghaddioui/profil/spieler/193534,Hamadi Al Ghaddioui,Centre-Forward,30.0,Morocco,1096.0,0.5,VfB Stuttgart,2021
Bundesliga,https://www.transfermarkt.co.uk/kerim-calhanoglu/profil/spieler/553905,Kerim Calhanoglu,Left-Back,18.0,Germany,645.0,1.2, Schalke 04,2021
Bundesliga,https://www.transfermarkt.co.uk/yannick-gerhardt/profil/spieler/119277,Yannick Gerhardt,Central Midfield,27.0,Germany,2191.0,10.0,VfL Wolfsburg,2021
Bundesliga,https://www.transfermarkt.co.uk/santiago-arias/profil/spieler/120443,Santiago Arias,Right-Back,29.0,Colombia,645.0,6.0,Bayer 04 Leverkusen,2021
Bundesliga,https://www.transfermarkt.co.uk/jessic-ngankam/profil/spieler/448177,Jessic Ngankam,Centre-Forward,20.0,Germany,-1.0,1.2,Hertha,2021
Bundesliga,https://www.transfermarkt.co.uk/markus-schubert/profil/spieler/296741,Markus Schubert,Goalkeeper,23.0,Germany,1092.0,1.8, Schalke 04,2021
Bundesliga,https://www.transfermarkt.co.uk/raphael-guerreiro/profil/spieler/170986,Raphael Guerreiro,Left-Back,27.0,Portugal,2191.0,40.0,Borussia Dortmund,2021
Bundesliga,https://www.transfermarkt.co.uk/johannes-eggestein/profil/spieler/251303,Johannes Eggestein,Centre-Forward,23.0,Germany,2191.0,4.0,SV Werder Bremen,2021
Bundesliga,https://www.transfermarkt.co.uk/christoph-kramer/profil/spieler/82097,Christoph Kramer,Defensive Midfield,30.0,Germany,2191.0,7.0,Borussia Monchengladbach,2021
Bundesliga,https://www.transfermarkt.co.uk/joao-queiros/profil/spieler/415642,Joao Queiros,Centre-Back,23.0,Portugal,1809.0,0.1,1. Koln,2021
Bundesliga,https://www.transfermarkt.co.uk/amin-younes/profil/spieler/96167,Amin Younes,Left Winger,27.0,Germany,636.0,10.0,Eintracht Frankfurt,2021
Bundesliga,https://www.transfermarkt.co.uk/sven-bender/profil/spieler/29993,Sven Bender,Defensive Midfield,32.0,Germany,1814.0,5.5,Bayer 04 Leverkusen,2021
Bundesliga,https://www.transfermarkt.co.uk/marcin-kaminski/profil/spieler/129358,Marcin Kaminski,Centre-Back,29.0,Poland,2191.0,0.8,VfB Stuttgart,2021
Bundesliga,https://www.transfermarkt.co.uk/niklas-klinger/profil/spieler/192268,Niklas Klinger,Goalkeeper,25.0,Germany,1096.0,0.1,VfL Wolfsburg,2021
Bundesliga,https://www.transfermarkt.co.uk/erik-durm/profil/spieler/93922,Erik Durm,Right-Back,29.0,Germany,1094.0,2.5,Eintracht Frankfurt,2021
Bundesliga,https://www.transfermarkt.co.uk/christopher-lenz/profil/spieler/159844,Christopher Lenz,Left-Back,26.0,Germany,2191.0,5.0,1. Union Berlin,2021
Bundesliga,https://www.transfermarkt.co.uk/carlos-gruezo/profil/spieler/189475,Carlos Gruezo,Defensive Midfield,26.0,Ecuador,1095.0,5.0, Augsburg,2021
Bundesliga,https://www.transfermarkt.co.uk/tanguy-coulibaly/profil/spieler/618425,Tanguy Coulibaly,Right Winger,20.0,France,1095.0,5.0,VfB Stuttgart,2021
Bundesliga,https://www.transfermarkt.co.uk/nicolas-gonzalez/profil/spieler/486031,Nicolas Gonzalez,Left Winger,23.0,Argentina,1452.0,22.0,VfB Stuttgart,2021
Bundesliga,https://www.transfermarkt.co.uk/stefan-lainer/profil/spieler/85791,Stefan Lainer,Right-Back,28.0,Austria,1096.0,12.5,Borussia Monchengladbach,2021
Bundesliga,https://www.transfermarkt.co.uk/daley-sinkgraven/profil/spieler/215099,Daley Sinkgraven,Left-Back,25.0,Netherlands,1096.0,9.0,Bayer 04 Leverkusen,2021
Bundesliga,https://www.transfermarkt.co.uk/sava-arangel-cestic/profil/spieler/464906,Sava-Arangel Cestic,Centre-Back,20.0,Serbia,592.0,1.5,1. Koln,2021
Bundesliga,https://www.transfermarkt.co.uk/julian-albrecht/profil/spieler/392149,Julian Albrecht,Central Midfield,19.0,Germany,1096.0,0.15,Hertha,2021
Bundesliga,https://www.transfermarkt.co.uk/matthias-ginter/profil/spieler/124502,Matthias Ginter,Centre-Back,27.0,Germany,1823.0,30.0,Borussia Monchengladbach,2021
Bundesliga,https://www.transfermarkt.co.uk/max-grun/profil/spieler/32779,Max Grun,Goalkeeper,34.0,Germany,1096.0,0.15,Borussia Monchengladbach,2021
Bundesliga,https://www.transfermarkt.co.uk/michael-gregoritsch/profil/spieler/120205,Michael Gregoritsch,Centre-Forward,27.0,Austria,1823.0,3.0, Augsburg,2021
Bundesliga,https://www.transfermarkt.co.uk/marco-friedl/profil/spieler/156990,Marco Friedl,Centre-Back,23.0,Austria,1096.0,7.5,SV Werder Bremen,2021
Bundesliga,https://www.transfermarkt.co.uk/akaki-gogia/profil/spieler/92472,Akaki Gogia,Right Winger,29.0,Germany,1825.0,0.65,1. Union Berlin,2021
Bundesliga,https://www.transfermarkt.co.uk/niklas-moisander/profil/spieler/5017,Niklas Moisander,Centre-Back,35.0,Finland,2183.0,0.7,SV Werder Bremen,2021
Bundesliga,https://www.transfermarkt.co.uk/fabian-bredlow/profil/spieler/187624,Fabian Bredlow,Goalkeeper,26.0,Germany,1096.0,0.5,VfB Stuttgart,2021
Bundesliga,https://www.transfermarkt.co.uk/marcel-lotka/profil/spieler/453737,Marcel Lotka,Goalkeeper,20.0,Poland,181.0,0.125,Hertha,2021
Bundesliga,https://www.transfermarkt.co.uk/dominik-kohr/profil/spieler/118847,Dominik Kohr,Central Midfield,27.0,Germany,1094.0,6.0,Eintracht Frankfurt,2021
Bundesliga,https://www.transfermarkt.co.uk/amine-harit/profil/spieler/372711,Amine Harit,Attacking Midfield,24.0,Morocco,1817.0,10.0, Schalke 04,2021
Bundesliga,https://www.transfermarkt.co.uk/marc-roca/profil/spieler/336869,Marc Roca,Defensive Midfield,24.0,Spain,635.0,10.0,Bayern Munich,2021
Bundesliga,https://www.transfermarkt.co.uk/sasa-kalajdzic/profil/spieler/369567,Sasa Kalajdzic,Centre-Forward,23.0,Austria,1092.0,22.0,VfB Stuttgart,2021
Bundesliga,https://www.transfermarkt.co.uk/jens-grahl/profil/spieler/40034,Jens Grahl,Goalkeeper,32.0,Germany,2191.0,0.2,VfB Stuttgart,2021
Bundesliga,https://www.transfermarkt.co.uk/christian-gentner/profil/spieler/19112,Christian Gentner,Central Midfield,35.0,Germany,1092.0,0.5,1. Union Berlin,2021
Bundesliga,https://www.transfermarkt.co.uk/bright-arrey-mbi/profil/spieler/580193,Bright Arrey-Mbi,Centre-Back,18.0,Germany,152.0,1.0,Bayern Munich,2021
Bundesliga,https://www.transfermarkt.co.uk/robert-andrich/profil/spieler/159088,Robert Andrich,Defensive Midfield,26.0,Germany,1096.0,7.0,1. Union Berlin,2021
Bundesliga,https://www.transfermarkt.co.uk/pierre-kunde/profil/spieler/339829,Pierre Kunde,Central Midfield,25.0,Cameroon,1456.0,3.5,1.FSV Mainz 05,2021
Bundesliga,https://www.transfermarkt.co.uk/tiago-dantas/profil/spieler/429987,Tiago Dantas,Central Midfield,20.0,Portugal,634.0,3.0,Bayern Munich,2021
Bundesliga,https://www.transfermarkt.co.uk/matteo-guendouzi/profil/spieler/465830,Matteo Guendouzi,Central Midfield,22.0,France,634.0,20.0,Hertha,2021
Bundesliga,https://www.transfermarkt.co.uk/eric-maxim-choupo-moting/profil/spieler/45660,Eric Maxim Choupo-Moting,Centre-Forward,32.0,Cameroon,634.0,3.5,Bayern Munich,2021
Bundesliga,https://www.transfermarkt.co.uk/fabrice-hartmann/profil/spieler/405685,Fabrice Hartmann,Right Winger,20.0,Germany,1094.0,0.35,RB Leipzig,2021
Bundesliga,https://www.transfermarkt.co.uk/benjamin-pavard/profil/spieler/353366,Benjamin Pavard,Right-Back,25.0,France,1096.0,35.0,Bayern Munich,2021
Bundesliga,https://www.transfermarkt.co.uk/omar-alderete/profil/spieler/353032,Omar Alderete,Centre-Back,24.0,Paraguay,634.0,4.5,Hertha,2021
Bundesliga,https://www.transfermarkt.co.uk/moussa-niakhate/profil/spieler/291200,Moussa Niakhate,Centre-Back,25.0,Senegal,1455.0,15.0,1.FSV Mainz 05,2021
Bundesliga,https://www.transfermarkt.co.uk/ondrej-duda/profil/spieler/232418,Ondrej Duda,Attacking Midfield,26.0,Slovakia,2172.0,8.0,Hertha,2021
Bundesliga,https://www.transfermarkt.co.uk/kevin-stoger/profil/spieler/106872,Kevin Stoger,Attacking Midfield,27.0,Austria,632.0,2.8,1.FSV Mainz 05,2021
Bundesliga,https://www.transfermarkt.co.uk/fiete-arp/profil/spieler/343337,Fiete Arp,Centre-Forward,21.0,Germany,1096.0,0.8,Bayern Munich,2021
Bundesliga,https://www.transfermarkt.co.uk/cem-turkmen/profil/spieler/530157,Cem Turkmen,Central Midfield,19.0,Turkey,650.0,0.4,Bayer 04 Leverkusen,2021
Bundesliga,https://www.transfermarkt.co.uk/moussa-diaby/profil/spieler/395516,Moussa Diaby,Right Winger,21.0,France,1096.0,38.0,Bayer 04 Leverkusen,2021
Bundesliga,https://www.transfermarkt.co.uk/matthew-hoppe/profil/spieler/678194,Matthew Hoppe,Centre-Forward,20.0,United States,546.0,4.5, Schalke 04,2021
Bundesliga,https://www.transfermarkt.co.uk/alfred-finnbogason/profil/spieler/90024,Alfred Finnbogason,Centre-Forward,32.0,Iceland,2191.0,1.2, Augsburg,2021
Bundesliga,https://www.transfermarkt.co.uk/chang-hoon-kwon/profil/spieler/259350,Chang-hoon Kwon,Right Winger,27.0,"Korea, South",1096.0,2.0,SC Freiburg,2021
Bundesliga,https://www.transfermarkt.co.uk/fabian-kunze/profil/spieler/334186,Fabian Kunze,Defensive Midfield,23.0,Germany,1096.0,1.0,Arminia Bielefeld,2021
Bundesliga,https://www.transfermarkt.co.uk/robert-skov/profil/spieler/270393,Robert Skov,Right Midfield,25.0,Denmark,1068.0,10.0,TSG 1899 Hoffenheim,2021
Bundesliga,https://www.transfermarkt.co.uk/borna-sosa/profil/spieler/293194,Borna Sosa,Left-Back,23.0,Croatia,1461.0,16.0,VfB Stuttgart,2021
Bundesliga,https://www.transfermarkt.co.uk/ellyes-skhiri/profil/spieler/290587,Ellyes Skhiri,Defensive Midfield,26.0,Tunisia,1068.0,10.0,1. Koln,2021
Bundesliga,https://www.transfermarkt.co.uk/simon-falette/profil/spieler/170927,Simon Falette,Centre-Back,29.0,Guinea,1780.0,0.8,Eintracht Frankfurt,2021
Bundesliga,https://www.transfermarkt.co.uk/jakob-busk/profil/spieler/203411,Jakob Busk,Goalkeeper,27.0,Denmark,2359.0,0.25,1. Union Berlin,2021
Bundesliga,https://www.transfermarkt.co.uk/maxence-lacroix/profil/spieler/434224,Maxence Lacroix,Centre-Back,21.0,France,675.0,28.0,VfL Wolfsburg,2021
Bundesliga,https://www.transfermarkt.co.uk/lukas-petkov/profil/spieler/401639,Lukas Petkov,Attacking Midfield,20.0,Germany,365.0,0.2, Augsburg,2021
Bundesliga,https://www.transfermarkt.co.uk/cebio-soukou/profil/spieler/85000,Cebio Soukou,Right Winger,28.0,Benin,1096.0,0.7,Arminia Bielefeld,2021
Bundesliga,https://www.transfermarkt.co.uk/jomaine-consbruch/profil/spieler/511246,Jomaine Consbruch,Central Midfield,19.0,Germany,1096.0,0.3,Arminia Bielefeld,2021
Bundesliga,https://www.transfermarkt.co.uk/marcel-hartel/profil/spieler/189073,Marcel Hartel,Central Midfield,25.0,Germany,1070.0,1.8,Arminia Bielefeld,2021
Bundesliga,https://www.transfermarkt.co.uk/andreas-voglsammer/profil/spieler/94771,Andreas Voglsammer,Centre-Forward,29.0,Germany,2354.0,1.7,Arminia Bielefeld,2021
Bundesliga,https://www.transfermarkt.co.uk/aleksandar-dragovic/profil/spieler/59032,Aleksandar Dragovic,Centre-Back,30.0,Austria,2138.0,3.5,Bayer 04 Leverkusen,2021
Bundesliga,https://www.transfermarkt.co.uk/javairo-dilrosun/profil/spieler/315125,Javairo Dilrosun,Right Winger,23.0,Netherlands,1461.0,9.0,Hertha,2021
Bundesliga,https://www.transfermarkt.co.uk/tim-civeja/profil/spieler/588747,Tim Civeja,Central Midfield,19.0,Albania,365.0,0.3, Augsburg,2021
Bundesliga,https://www.transfermarkt.co.uk/sebastian-rode/profil/spieler/44466,Sebastian Rode,Central Midfield,30.0,Germany,1070.0,4.0,Eintracht Frankfurt,2021
Bundesliga,https://www.transfermarkt.co.uk/marc-oliver-kempf/profil/spieler/160938,Marc Oliver Kempf,Centre-Back,26.0,Germany,1461.0,8.0,VfB Stuttgart,2021
Bundesliga,https://www.transfermarkt.co.uk/jeffrey-gouweleeuw/profil/spieler/106405,Jeffrey Gouweleeuw,Centre-Back,29.0,Netherlands,2365.0,7.0, Augsburg,2021
Bundesliga,https://www.transfermarkt.co.uk/alessandro-schopf/profil/spieler/118397,Alessandro Schopf,Right Midfield,27.0,Austria,2367.0,1.5, Schalke 04,2021
Bundesliga,https://www.transfermarkt.co.uk/mark-uth/profil/spieler/112935,Mark Uth,Centre-Forward,29.0,Germany,1461.0,3.0, Schalke 04,2021
Bundesliga,https://www.transfermarkt.co.uk/djibril-sow/profil/spieler/212723,Djibril Sow,Central Midfield,24.0,Switzerland,1096.0,15.0,Eintracht Frankfurt,2021
Bundesliga,https://www.transfermarkt.co.uk/marvin-obuz/profil/spieler/522084,Marvin Obuz,Left Winger,19.0,Germany,365.0,0.3,1. Koln,2021
Bundesliga,https://www.transfermarkt.co.uk/jonas-hofmann/profil/spieler/7161,Jonas Hofmann,Right Winger,28.0,Germany,2373.0,16.0,Borussia Monchengladbach,2021
Bundesliga,https://www.transfermarkt.co.uk/nadiem-amiri/profil/spieler/232454,Nadiem Amiri,Central Midfield,24.0,Germany,1067.0,18.0,Bayer 04 Leverkusen,2021
Bundesliga,https://www.transfermarkt.co.uk/bartosz-bialek/profil/spieler/535551,Bartosz Bialek,Centre-Forward,19.0,Poland,681.0,5.0,VfL Wolfsburg,2021
Bundesliga,https://www.transfermarkt.co.uk/reinier/profil/spieler/627226,Reinier,Attacking Midfield,19.0,Brazil,681.0,16.0,Borussia Dortmund,2021
Bundesliga,https://www.transfermarkt.co.uk/valentino-lazaro/profil/spieler/186368,Valentino Lazaro,Right-Back,25.0,Austria,680.0,10.0,Borussia Monchengladbach,2021
Bundesliga,https://www.transfermarkt.co.uk/stefanos-kapino/profil/spieler/68410,Stefanos Kapino,Goalkeeper,27.0,Greece,1430.0,0.7,SV Werder Bremen,2021
Bundesliga,https://www.transfermarkt.co.uk/philipp-tschauner/profil/spieler/21726,Philipp Tschauner,Goalkeeper,35.0,Germany,1067.0,0.3,RB Leipzig,2021
Bundesliga,https://www.transfermarkt.co.uk/felix-passlack/profil/spieler/274461,Felix Passlack,Right-Back,23.0,Germany,2370.0,2.5,Borussia Dortmund,2021
Bundesliga,https://www.transfermarkt.co.uk/leon-goretzka/profil/spieler/153084,Leon Goretzka,Central Midfield,26.0,Germany,1461.0,70.0,Bayern Munich,2021
Bundesliga,https://www.transfermarkt.co.uk/levin-oztunali/profil/spieler/168543,Levin Oztunali,Central Midfield,25.0,Germany,2136.0,2.5,1.FSV Mainz 05,2021
Bundesliga,https://www.transfermarkt.co.uk/gonzalo-castro/profil/spieler/28947,Gonzalo Castro,Central Midfield,34.0,Germany,1461.0,1.4,VfB Stuttgart,2021
Bundesliga,https://www.transfermarkt.co.uk/karim-onisiwo/profil/spieler/119234,Karim Onisiwo,Centre-Forward,29.0,Austria,2369.0,3.5,1.FSV Mainz 05,2021
Bundesliga,https://www.transfermarkt.co.uk/woo-yeong-jeong/profil/spieler/297583,Woo-yeong Jeong,Second Striker,21.0,"Korea, South",1096.0,3.0,SC Freiburg,2021
Bundesliga,https://www.transfermarkt.co.uk/julian-ryerson/profil/spieler/370789,Julian Ryerson,Right-Back,23.0,Norway,1431.0,2.5,1. Union Berlin,2021
Bundesliga,https://www.transfermarkt.co.uk/victor-sa/profil/spieler/381724,Victor Sa,Left Winger,27.0,Brazil,1096.0,3.0,VfL Wolfsburg,2021
Bundesliga,https://www.transfermarkt.co.uk/alexander-hack/profil/spieler/126281,Alexander Hack,Centre-Back,27.0,Germany,2405.0,2.0,1.FSV Mainz 05,2021
Bundesliga,https://www.transfermarkt.co.uk/ademola-lookman/profil/spieler/406040,Ademola Lookman,Second Striker,23.0,Nigeria,1072.0,11.0,RB Leipzig,2021
Bundesliga,https://www.transfermarkt.co.uk/florian-neuhaus/profil/spieler/278332,Florian Neuhaus,Central Midfield,24.0,Germany,1826.0,35.0,Borussia Monchengladbach,2021
Bundesliga,https://www.transfermarkt.co.uk/taiwo-awoniyi/profil/spieler/295313,Taiwo Awoniyi,Centre-Forward,23.0,Nigeria,346.0,5.0,1. Union Berlin,2021
Bundesliga,https://www.transfermarkt.co.uk/andrej-kramaric/profil/spieler/46580,Andrej Kramaric,Centre-Forward,30.0,Croatia,2191.0,28.0,TSG 1899 Hoffenheim,2021
Bundesliga,https://www.transfermarkt.co.uk/andre-silva/profil/spieler/198008,Andre Silva,Centre-Forward,25.0,Portugal,659.0,45.0,Eintracht Frankfurt,2021
Bundesliga,https://www.transfermarkt.co.uk/dennis-geiger/profil/spieler/251309,Dennis Geiger,Central Midfield,23.0,Germany,2191.0,10.0,TSG 1899 Hoffenheim,2021
Bundesliga,https://www.transfermarkt.co.uk/steffen-tigges/profil/spieler/296879,Steffen Tigges,Centre-Forward,22.0,Germany,546.0,1.2,Borussia Dortmund,2021
Bundesliga,https://www.transfermarkt.co.uk/joakim-nilsson/profil/spieler/216804,Joakim Nilsson,Centre-Back,27.0,Sweden,1086.0,2.5,Arminia Bielefeld,2021
Bundesliga,https://www.transfermarkt.co.uk/benjamin-hubner/profil/spieler/52348,Benjamin Hubner,Centre-Back,31.0,Germany,2191.0,1.3,TSG 1899 Hoffenheim,2021
